I,II,V1,V2,V3,V4,V5,V6,III,aVR,aVL,aVF
117,58,-117,-78,-39,-244,-136,9,-59,-87,88,0
117,58,-117,-78,-39,-244,-136,9,-59,-87,88,0
117,58,-117,-78,-39,-244,-136,9,-59,-87,88,0
117,58,-117,-78,-39,-244,-136,9,-59,-87,88,0
126,78,-112,-63,-29,-234,-126,29,-48,-102,87,15
126,87,-107,-58,-19,-224,-117,39,-39,-106,82,24
126,97,-102,-53,-9,-214,-107,48,-29,-111,77,34
126,107,-97,-48,0,-204,-97,58,-19,-116,72,44
112,87,-97,-58,-9,-214,-107,58,-25,-99,68,31
107,78,-97,-58,-9,-214,-107,58,-29,-92,68,24
102,68,-97,-58,-9,-214,-107,58,-34,-85,68,17
97,58,-97,-58,-9,-214,-107,58,-39,-77,68,9
92,53,-107,-73,-29,-234,-126,43,-39,-72,65,7
87,48,-117,-78,-39,-244,-136,29,-39,-67,63,4
82,43,-126,-82,-48,-253,-146,14,-39,-62,60,2
78,39,-136,-87,-58,-263,-156,0,-39,-58,58,0
97,53,-126,-78,-39,-244,-146,9,-44,-75,70,4
107,68,-117,-68,-29,-234,-136,19,-39,-87,73,14
117,82,-107,-58,-19,-224,-126,29,-35,-99,76,23
126,97,-97,-48,-9,-214,-117,39,-29,-111,77,34
136,92,-112,-53,-24,-224,-131,29,-44,-114,90,24
136,87,-117,-58,-29,-234,-136,19,-49,-111,92,19
136,82,-122,-63,-34,-244,-141,9,-54,-109,95,14
136,78,-126,-68,-39,-253,-146,0,-58,-107,97,10
122,53,-117,-63,-29,-253,-156,0,-69,-87,95,-8
117,39,-117,-58,-29,-253,-156,0,-78,-78,97,-19
112,24,-117,-53,-29,-253,-156,0,-88,-68,100,-32
107,9,-117,-48,-29,-253,-156,0,-98,-58,102,-44
117,4,-112,-53,-34,-253,-146,9,-113,-60,115,-54
117,0,-107,-58,-39,-253,-146,9,-117,-58,117,-58
117,-4,-102,-63,-43,-253,-146,9,-121,-56,119,-62
117,-9,-97,-68,-48,-253,-146,9,-126,-54,121,-67
136,9,-97,-58,-48,-263,-156,4,-127,-72,131,-59
146,29,-97,-58,-48,-263,-156,0,-117,-87,131,-44
156,48,-97,-58,-48,-263,-156,-4,-108,-102,132,-30
165,68,-97,-58,-48,-263,-156,-9,-97,-116,131,-14
146,48,-102,-68,-58,-263,-165,-9,-98,-97,122,-25
126,39,-107,-68,-58,-263,-165,-9,-87,-82,106,-24
107,29,-112,-68,-58,-263,-165,-9,-78,-68,92,-24
87,19,-117,-68,-58,-263,-165,-9,-68,-53,77,-24
87,9,-117,-78,-73,-263,-175,-19,-78,-48,82,-34
87,0,-117,-78,-78,-263,-175,-19,-87,-43,87,-43
87,-9,-117,-78,-82,-263,-175,-19,-96,-39,91,-52
87,-19,-117,-78,-87,-263,-175,-19,-106,-34,96,-62
87,9,-107,-63,-73,-258,-180,-29,-78,-48,82,-34
87,29,-97,-58,-68,-253,-185,-29,-58,-58,72,-14
87,48,-87,-53,-63,-248,-190,-29,-39,-67,63,4
87,68,-78,-48,-58,-244,-195,-29,-19,-77,53,24
102,82,-82,-43,-48,-229,-175,-14,-20,-92,61,31
107,87,-87,-39,-48,-224,-165,-9,-20,-97,63,33
112,92,-92,-34,-48,-219,-156,-4,-20,-102,66,36
117,97,-97,-29,-48,-214,-146,0,-20,-107,68,38
92,78,-97,-43,-53,-224,-146,4,-14,-85,53,32
78,58,-97,-48,-58,-224,-146,9,-20,-68,49,19
63,39,-97,-53,-63,-224,-146,14,-24,-51,43,7
48,19,-97,-58,-68,-224,-146,19,-29,-33,38,-5
58,29,-82,-48,-53,-214,-131,24,-29,-43,43,0
58,39,-78,-39,-48,-204,-126,29,-19,-48,38,10
58,48,-73,-29,-43,-195,-122,34,-10,-53,34,19
58,58,-68,-19,-39,-185,-117,39,0,-58,29,29
43,34,-68,-19,-48,-190,-131,29,-9,-38,26,12
29,19,-68,-19,-48,-195,-136,19,-10,-24,19,4
14,4,-68,-19,-48,-200,-141,9,-10,-9,12,-3
0,-9,-68,-19,-48,-204,-146,0,-9,4,4,-9
29,9,-73,-24,-53,-214,-136,4,-20,-19,24,-5
48,29,-78,-29,-58,-214,-136,9,-19,-38,33,5
68,48,-82,-34,-63,-214,-136,14,-20,-58,44,14
87,68,-87,-39,-68,-214,-136,19,-19,-77,53,24
68,53,-102,-53,-73,-214,-146,9,-15,-60,41,19
58,48,-107,-58,-78,-214,-146,9,-10,-53,34,19
48,43,-112,-63,-82,-214,-146,9,-5,-45,26,19
39,39,-117,-68,-87,-214,-146,9,0,-39,19,19
29,48,-126,-78,-92,-219,-151,4,19,-38,5,33
19,48,-126,-78,-97,-224,-156,0,29,-33,-5,38
9,48,-126,-78,-102,-229,-161,-4,39,-28,-15,43
0,48,-126,-78,-107,-234,-165,-9,48,-24,-24,48
-4,24,-117,-73,-102,-224,-156,-4,28,-10,-16,26
-9,9,-107,-68,-97,-224,-156,0,18,0,-13,13
-14,-4,-97,-63,-92,-224,-156,4,10,9,-12,3
-19,-19,-87,-58,-87,-224,-156,9,0,19,-9,-9
0,-9,-92,-68,-87,-214,-156,9,-9,4,4,-9
9,0,-97,-68,-87,-214,-156,9,-9,-4,9,-4
19,9,-102,-68,-87,-214,-156,9,-10,-14,14,0
29,19,-107,-68,-87,-214,-156,9,-10,-24,19,4
48,43,-107,-68,-78,-209,-141,0,-5,-45,26,19
58,58,-107,-68,-78,-204,-136,0,0,-58,29,29
68,73,-107,-68,-78,-200,-131,0,5,-70,31,39
78,87,-107,-68,-78,-195,-126,0,9,-82,34,48
53,68,-97,-68,-82,-204,-141,0,15,-60,19,41
39,58,-97,-68,-87,-204,-146,0,19,-48,10,38
24,48,-97,-68,-92,-204,-151,0,24,-36,0,36
9,39,-97,-68,-97,-204,-156,0,30,-24,-10,34
-4,9,-87,-58,-87,-204,-146,-9,13,-2,-8,11
-9,-9,-87,-58,-87,-204,-146,-9,0,9,-4,-4
-14,-29,-87,-58,-87,-204,-146,-9,-15,21,0,-22
-19,-48,-87,-58,-87,-204,-146,-9,-29,33,5,-38
-146,-48,-58,-39,-68,-165,-126,39,98,97,-122,25
-87,-78,-78,-58,-87,-195,-156,0,9,82,-48,-34
-58,-68,-78,-68,-97,-195,-175,-29,-10,63,-24,-39
-58,-29,-58,-39,-87,-204,-185,-29,29,43,-43,0
0,-19,-58,-19,-87,-244,-234,-58,-19,9,9,-19
58,19,-39,0,-68,-244,-263,-87,-39,-38,48,-10
107,107,19,48,-9,-204,-263,-97,0,-107,53,53
117,97,39,68,19,-195,-302,-117,-20,-107,68,38
87,48,19,58,9,-204,-331,-136,-39,-67,63,4
29,68,19,68,39,-165,-302,-117,39,-48,-5,53
0,48,29,87,78,-87,-214,-78,48,-24,-24,48
-29,-29,-9,68,87,-19,-136,-48,0,29,-14,-14
-9,-9,-39,48,117,78,9,0,0,9,-4,-4
68,117,-48,58,195,224,204,68,49,-92,9,83
68,185,-68,68,273,409,458,126,117,-126,-24,151
58,234,-78,78,351,634,751,204,176,-146,-59,205
156,312,-68,97,419,819,1044,302,156,-234,0,234
195,351,-78,97,439,946,1298,390,156,-273,19,253
126,400,-107,78,448,1054,1512,468,274,-263,-74,337
126,488,-87,97,488,1171,1717,536,362,-307,-118,425
146,497,-58,136,556,1298,1903,585,351,-321,-102,424
58,439,-78,126,566,1346,2039,595,381,-248,-161,410
29,439,-97,87,517,1307,2069,566,410,-234,-190,424
107,419,-58,107,468,1122,1844,507,312,-263,-102,365
107,263,0,136,400,780,1366,380,156,-185,-24,209
68,175,29,156,302,370,819,253,107,-121,-19,141
68,175,48,156,204,0,292,156,107,-121,-19,141
39,97,48,165,136,-273,-175,68,58,-68,-9,77
-19,29,58,214,146,-361,-409,9,48,-5,-33,38
19,48,68,244,175,-312,-429,-29,29,-33,-5,38
97,48,97,273,204,-273,-419,-58,-49,-72,73,0
78,19,107,292,214,-263,-429,-87,-59,-48,68,-20
-9,29,117,302,224,-244,-409,-107,38,-10,-23,33
-78,-9,117,322,253,-214,-409,-136,69,43,-73,30
-68,-68,156,409,322,-185,-400,-136,0,68,-34,-34
-29,-39,224,517,419,-136,-351,-117,-10,34,-9,-24
0,58,283,605,478,-97,-302,-107,58,-29,-29,58
-19,87,312,653,497,-87,-283,-107,106,-34,-62,96
-39,29,341,692,497,-68,-263,-97,68,5,-53,48
-87,-29,351,712,468,-97,-263,-78,58,58,-72,14
-136,-9,380,732,409,-126,-263,-78,127,72,-131,59
-97,19,409,761,361,-146,-273,-87,116,39,-106,67
-9,0,429,790,331,-165,-292,-87,9,4,-9,4
-9,0,497,868,351,-156,-283,-68,9,4,-9,4
-78,0,556,936,370,-146,-253,-39,78,39,-78,39
-136,-39,536,917,341,-156,-244,-39,97,87,-116,29
-126,-78,478,810,273,-175,-253,-39,48,102,-87,-15
-97,-58,448,712,214,-175,-253,-39,39,77,-68,-9
-78,9,468,683,214,-136,-214,0,87,34,-82,48
-87,39,448,624,195,-136,-204,0,126,24,-106,82
-58,39,361,497,117,-185,-244,-48,97,9,-77,68
-29,78,322,409,78,-185,-224,-29,107,-24,-68,92
-9,126,292,361,97,-156,-165,19,135,-58,-72,130
48,156,214,253,48,-165,-165,9,108,-102,-30,132
58,107,156,175,0,-165,-165,0,49,-82,4,78
0,-48,136,136,0,-126,-136,19,-48,24,24,-48
29,-78,117,107,19,-107,-97,58,-107,24,68,-92
14,-68,92,78,4,-112,-97,53,-82,27,48,-75
9,-58,68,58,0,-117,-97,48,-67,24,38,-62
4,-48,43,39,-4,-122,-97,43,-52,22,28,-50
0,-39,19,19,-9,-126,-97,39,-39,19,19,-39
14,-53,-4,4,-19,-136,-107,34,-67,19,40,-60
19,-68,-19,-9,-29,-136,-107,29,-87,24,53,-77
24,-82,-34,-24,-39,-136,-107,24,-106,29,65,-94
29,-97,-48,-39,-48,-136,-107,19,-126,34,77,-111
19,-92,-58,-43,-39,-122,-102,19,-111,36,65,-101
9,-87,-58,-48,-39,-117,-97,19,-96,39,52,-91
0,-82,-58,-53,-39,-112,-92,19,-82,41,41,-82
-9,-78,-58,-58,-39,-107,-87,19,-69,43,30,-73
0,-92,-58,-58,-29,-97,-87,24,-92,46,46,-92
0,-97,-58,-58,-29,-97,-87,29,-97,48,48,-97
0,-102,-58,-58,-29,-97,-87,34,-102,51,51,-102
0,-107,-58,-58,-29,-97,-87,39,-107,53,53,-107
14,-117,-68,-78,-39,-102,-97,29,-131,51,72,-124
19,-117,-78,-87,-48,-107,-107,19,-136,49,77,-126
24,-117,-87,-97,-58,-112,-117,9,-141,46,82,-129
29,-117,-97,-107,-68,-117,-126,0,-146,44,87,-131
0,-136,-87,-107,-68,-107,-117,-9,-136,68,68,-136
-19,-146,-87,-107,-68,-107,-117,-9,-127,82,54,-136
-39,-156,-87,-107,-68,-107,-117,-9,-117,97,39,-136
-58,-165,-87,-107,-68,-107,-117,-9,-107,111,24,-136
-39,-141,-97,-117,-58,-97,-117,-9,-102,90,31,-121
-19,-126,-97,-117,-58,-97,-117,-9,-107,72,44,-116
0,-112,-97,-117,-58,-97,-117,-9,-112,56,56,-112
19,-97,-97,-117,-58,-97,-117,-9,-116,39,67,-106
9,-112,-112,-126,-73,-112,-131,-14,-121,51,65,-116
0,-126,-117,-126,-78,-117,-136,-19,-126,63,63,-126
-9,-141,-122,-126,-82,-122,-141,-24,-132,75,61,-136
-19,-156,-126,-126,-87,-126,-146,-29,-137,87,59,-146
-9,-156,-112,-117,-68,-112,-117,-9,-147,82,69,-151
0,-156,-97,-107,-58,-97,-97,0,-156,78,78,-156
9,-156,-82,-97,-48,-82,-78,9,-165,73,87,-160
19,-156,-68,-87,-39,-68,-58,19,-175,68,97,-165
14,-141,-68,-102,-43,-82,-63,19,-155,63,84,-148
9,-136,-68,-107,-48,-87,-68,19,-145,63,77,-140
4,-131,-68,-112,-53,-92,-73,19,-135,63,69,-133
0,-126,-68,-117,-58,-97,-78,19,-126,63,63,-126
4,-141,-78,-126,-68,-97,-78,14,-145,68,74,-143
9,-146,-87,-136,-68,-97,-78,9,-155,68,82,-150
14,-151,-97,-146,-68,-97,-78,4,-165,68,89,-158
19,-156,-107,-156,-68,-97,-78,0,-175,68,97,-165
4,-165,-117,-156,-58,-97,-68,9,-169,80,86,-167
-9,-175,-117,-156,-58,-97,-68,9,-166,92,78,-170
-24,-185,-117,-156,-58,-97,-68,9,-161,104,68,-173
-39,-195,-117,-156,-58,-97,-68,9,-156,117,58,-175
-24,-180,-131,-146,-53,-92,-63,19,-156,102,66,-168
-19,-175,-136,-146,-48,-87,-58,19,-156,97,68,-165
-14,-170,-141,-146,-43,-82,-53,19,-156,92,71,-163
-9,-165,-146,-146,-39,-78,-48,19,-156,87,73,-160
19,-146,-141,-136,-34,-68,-39,24,-165,63,92,-155
39,-126,-136,-136,-29,-58,-29,29,-165,43,102,-145
58,-107,-131,-136,-24,-48,-19,34,-165,24,111,-136
78,-87,-126,-136,-19,-39,-9,39,-165,4,121,-126
73,-102,-146,-156,-29,-39,-19,34,-175,14,124,-138
68,-117,-156,-165,-39,-39,-19,29,-185,24,126,-151
63,-131,-165,-175,-48,-39,-19,24,-194,34,128,-162
58,-146,-175,-185,-58,-39,-19,19,-204,44,131,-175
48,-151,-185,-190,-68,-48,-14,9,-199,51,123,-175
48,-156,-185,-195,-68,-48,-9,9,-204,54,126,-180
48,-161,-185,-200,-68,-48,-4,9,-209,56,128,-185
48,-165,-185,-204,-68,-48,0,9,-213,58,130,-189
68,-156,-175,-200,-58,-39,9,19,-224,44,146,-190
78,-146,-175,-195,-58,-29,19,19,-224,34,151,-185
87,-136,-175,-190,-58,-19,29,19,-223,24,155,-179
97,-126,-175,-185,-58,-9,39,19,-223,14,160,-174
78,-146,-175,-195,-48,0,48,24,-224,34,151,-185
68,-156,-175,-195,-48,9,58,29,-224,44,146,-190
58,-165,-175,-195,-48,19,68,34,-223,53,140,-194
48,-175,-175,-195,-48,29,78,39,-223,63,135,-199
34,-185,-190,-214,-53,29,87,34,-219,75,126,-202
29,-185,-195,-224,-58,29,87,29,-214,78,121,-199
24,-185,-200,-234,-63,29,87,24,-209,80,116,-197
19,-185,-204,-244,-68,29,87,19,-204,83,111,-194
48,-156,-200,-229,-63,48,102,34,-204,54,126,-180
78,-136,-195,-224,-58,58,117,39,-214,29,146,-175
107,-117,-190,-219,-53,68,131,43,-224,5,165,-170
136,-97,-185,-214,-48,78,146,48,-233,-19,184,-165
126,-117,-195,-224,-53,78,146,58,-243,-4,184,-180
126,-126,-195,-234,-58,78,146,58,-252,0,189,-189
126,-136,-195,-244,-63,78,146,58,-262,5,194,-199
126,-146,-195,-253,-68,78,146,58,-272,10,199,-209
112,-122,-209,-268,-73,73,146,53,-234,5,173,-178
97,-107,-214,-273,-78,68,146,48,-204,5,150,-155
82,-92,-219,-278,-82,63,146,43,-174,5,128,-133
68,-78,-224,-283,-87,58,146,39,-146,5,107,-112
73,-92,-219,-278,-78,73,165,58,-165,9,119,-128
78,-97,-214,-273,-68,87,185,68,-175,9,126,-136
82,-102,-209,-268,-58,102,204,78,-184,10,133,-143
87,-107,-204,-263,-48,117,224,87,-194,10,140,-150
9,-97,-263,-331,-107,87,204,68,-106,44,57,-101
117,-78,-244,-322,-97,97,214,87,-195,-19,156,-136
156,-146,-224,-283,-68,126,244,107,-302,-5,229,-224
87,-253,-234,-292,-68,117,234,107,-340,83,213,-296
87,-224,-244,-312,-78,87,214,97,-311,68,199,-267
73,-200,-229,-302,-73,97,229,107,-273,63,173,-236
68,-185,-214,-292,-68,107,234,117,-253,58,160,-219
63,-170,-200,-283,-63,117,239,126,-233,53,148,-201
58,-156,-185,-273,-58,126,244,136,-214,49,136,-185
63,-165,-180,-268,-58,117,253,146,-228,51,145,-196
87,-165,-180,-278,-58,112,253,146,-252,39,169,-208
53,-195,-175,-273,-58,97,239,136,-248,71,150,-221
-9,-224,-170,-273,-53,97,248,146,-215,116,103,-219
9,-185,-156,-268,-63,102,248,156,-194,88,101,-189
24,-190,-156,-278,-78,82,229,136,-214,83,119,-202
68,-190,-165,-273,-82,63,204,122,-258,61,163,-224
43,-185,-165,-268,-82,73,195,131,-228,71,135,-206
29,-175,-170,-263,-92,63,200,131,-204,73,116,-189
78,-165,-165,-258,-87,48,190,141,-243,43,160,-204
102,-190,-170,-253,-87,34,175,126,-292,44,197,-241
82,-190,-185,-239,-87,4,146,97,-272,54,177,-231
39,-214,-165,-209,-87,-9,136,107,-253,87,146,-233
34,-224,-146,-219,-78,-4,136,122,-258,95,146,-241
-14,-268,-141,-234,-78,-9,146,122,-254,141,120,-261
-63,-292,-141,-234,-78,-14,126,112,-229,177,83,-260
-14,-244,-122,-204,-68,-19,107,122,-230,129,108,-237
14,-229,-107,-185,-63,-34,97,107,-243,107,128,-236
58,-204,-97,-161,-53,-39,97,97,-262,73,160,-233
97,-185,-87,-136,-48,-39,107,117,-282,44,189,-233
73,-165,-107,-136,-53,-63,68,107,-238,46,155,-201
34,-161,-107,-141,-58,-82,48,92,-195,63,114,-178
19,-151,-102,-141,-58,-82,34,82,-170,66,94,-160
29,-141,-102,-131,-53,-82,24,73,-170,56,99,-155
48,-180,-97,-112,-58,-97,0,58,-228,66,138,-204
29,-219,-97,-112,-48,-117,-4,53,-248,95,138,-233
29,-204,-73,-112,-39,-102,0,58,-233,87,131,-218
48,-209,-87,-112,-48,-117,-4,58,-257,80,152,-233
73,-161,-78,-97,-43,-126,-9,68,-234,44,153,-197
107,-141,-68,-82,-34,-126,-19,63,-248,17,177,-194
107,-131,-58,-68,-29,-126,-24,63,-238,12,172,-184
141,-112,-48,-48,-24,-122,-29,53,-253,-14,197,-182
126,-97,-43,-34,-19,-112,-34,48,-223,-14,174,-160
82,-136,-48,-29,-29,-122,-48,29,-218,27,150,-177
68,-136,-43,-19,-9,-122,-39,43,-204,34,136,-170
112,-102,-14,-9,0,-107,-29,53,-214,-5,163,-158
122,-82,-4,-4,9,-97,-48,39,-204,-20,163,-143
87,-87,-4,0,4,-102,-53,34,-174,0,130,-130
97,-68,-4,4,-4,-112,-53,29,-165,-14,131,-116
112,-34,-4,0,-4,-122,-53,29,-146,-39,129,-90
97,-63,-34,-14,-24,-126,-73,24,-160,-17,128,-111
73,-92,-43,-14,-29,-122,-78,24,-165,9,119,-128
24,-126,-48,-19,-29,-126,-68,24,-150,51,87,-138
9,-146,-58,-24,-34,-131,-87,19,-155,68,82,-150
73,-78,-48,-9,-14,-122,-97,14,-151,2,112,-114
141,-24,-48,-4,-14,-122,-87,29,-165,-58,153,-94
136,-9,-48,-4,-19,-126,-102,9,-145,-63,140,-77
146,4,-63,-9,-29,-126,-112,-4,-142,-75,144,-69
146,-14,-58,-19,-29,-131,-117,-9,-160,-66,153,-87
102,-14,-48,-19,-39,-136,-112,-4,-116,-44,109,-65
48,-34,-53,-29,-48,-136,-117,-9,-82,-7,65,-58
48,-58,-58,-43,-53,-141,-122,-14,-106,5,77,-82
24,-58,-63,-34,-48,-117,-112,-14,-82,17,53,-70
-4,-48,-73,-34,-43,-131,-112,-4,-44,26,20,-46
48,-14,-78,-34,-48,-131,-112,-14,-62,-17,55,-38
78,19,-82,-34,-43,-131,-107,-14,-59,-48,68,-20
53,-4,-58,-29,-48,-131,-117,-4,-57,-24,55,-30
48,-34,-58,-29,-48,-126,-122,0,-82,-7,65,-58
82,-14,-58,-24,-39,-122,-122,9,-96,-34,89,-55
102,-14,-63,-24,-39,-117,-102,19,-116,-44,109,-65
68,-43,-58,-19,-48,-117,-112,-9,-111,-12,89,-77
63,-34,-78,-34,-63,-141,-131,-34,-97,-14,80,-65
48,4,-73,-39,-63,-146,-131,-43,-44,-26,46,-20
78,4,-73,-39,-58,-146,-131,-48,-74,-41,76,-35
73,-14,-68,-39,-48,-136,-122,-24,-87,-29,80,-50
48,-24,-58,-29,-43,-122,-112,-19,-72,-12,60,-48
39,-14,-39,-9,-34,-102,-102,4,-53,-12,46,-33
63,-4,-24,0,-24,-87,-87,29,-67,-29,65,-35
78,-9,-43,-9,-29,-107,-107,29,-87,-34,82,-48
78,-34,-34,-4,-34,-107,-112,24,-112,-22,95,-73
82,-29,-43,-14,-43,-126,-107,-4,-111,-26,96,-70
102,-24,-68,-39,-68,-156,-146,-34,-126,-39,114,-75
73,-19,-68,-39,-68,-151,-136,-24,-92,-27,82,-55
63,-19,-68,-34,-63,-131,-122,-14,-82,-22,72,-50
63,-24,-68,-34,-63,-126,-122,-14,-87,-19,75,-55
48,-19,-78,-39,-63,-131,-122,-19,-67,-14,57,-43
68,4,-102,-53,-78,-136,-126,-29,-64,-36,66,-30
78,-19,-107,-68,-82,-141,-131,-34,-97,-29,87,-58
63,-48,-102,-63,-87,-146,-131,-34,-111,-7,87,-79
43,-24,-97,-53,-82,-151,-117,-24,-67,-9,55,-45
-24,-63,-48,-4,-34,-82,-73,34,-39,43,7,-51
-34,-122,-48,-4,-43,-87,-73,29,-88,78,27,-105
43,-97,-73,-29,-73,-107,-102,0,-140,27,91,-118
68,-43,-73,-39,-78,-126,-122,-19,-111,-12,89,-77
29,-39,-58,-14,-63,-117,-122,-24,-68,5,48,-53
4,-53,-48,-4,-63,-122,-131,-34,-57,24,30,-55
-34,-126,-63,-14,-82,-156,-175,-63,-92,80,29,-109
-9,-161,-48,-9,-82,-180,-224,-92,-152,85,71,-156
122,-53,19,39,-48,-175,-234,-87,-175,-34,148,-114
131,-9,29,58,-34,-185,-278,-117,-140,-61,135,-74
-9,-126,14,58,-29,-214,-331,-161,-117,67,54,-121
-82,-126,14,73,-14,-190,-341,-156,-44,104,-19,-85
-53,-4,-4,87,14,-156,-322,-156,49,28,-51,22
24,78,-24,78,39,-102,-292,-165,54,-51,-15,66
43,82,-24,73,58,-39,-200,-126,39,-62,2,60
-24,58,-4,102,131,102,-39,-48,82,-17,-53,70
-24,14,4,146,253,312,204,48,38,5,-31,26
68,34,-4,185,405,566,512,161,-34,-51,51,0
141,190,-43,175,478,805,819,253,49,-165,46,119
170,307,-73,136,478,990,1107,336,137,-238,16,222
146,326,-78,122,483,1151,1381,439,180,-236,-17,253
161,468,-58,126,512,1307,1678,556,307,-314,-73,387
229,692,-39,126,517,1483,1922,653,463,-460,-117,577
258,756,-14,141,512,1610,2098,707,498,-507,-120,627
229,732,-4,122,488,1688,2230,741,503,-480,-137,617
190,722,-29,34,370,1634,2254,727,532,-456,-171,627
161,624,-58,-82,175,1351,1995,663,463,-392,-151,543
161,444,-68,-165,-58,858,1503,546,283,-302,-61,363
161,317,-73,-253,-283,346,966,434,156,-239,2,236
126,263,-82,-292,-453,-73,488,331,137,-194,-5,200
48,200,-78,-307,-527,-341,102,268,152,-124,-52,176
34,107,-117,-370,-566,-429,-112,209,73,-70,-19,90
141,9,-195,-448,-570,-444,-190,117,-132,-75,136,-61
219,-53,-234,-439,-536,-444,-219,48,-272,-83,245,-162
190,-58,-195,-356,-424,-366,-180,58,-248,-66,219,-153
219,0,-195,-297,-322,-263,-122,87,-219,-109,219,-109
258,29,-258,-317,-307,-248,-151,39,-229,-143,243,-100
185,-4,-273,-292,-287,-253,-180,-9,-189,-90,187,-96
156,34,-195,-185,-185,-180,-126,19,-122,-95,139,-44
170,48,-156,-122,-122,-136,-82,39,-122,-109,146,-37
97,-19,-146,-107,-117,-141,-82,24,-116,-39,106,-67
58,-19,-122,-97,-102,-141,-78,14,-77,-19,67,-48
175,63,-102,-82,-97,-136,-68,19,-112,-119,143,-24
190,92,-102,-82,-102,-131,-87,19,-98,-141,144,-3
190,73,-107,-87,-97,-126,-97,14,-117,-131,153,-22
165,82,-92,-73,-92,-126,-92,24,-83,-123,124,0
136,53,-82,-58,-68,-122,-87,19,-83,-94,109,-15
126,53,-82,-48,-68,-126,-102,14,-73,-89,99,-10
146,53,-92,-39,-78,-141,-117,9,-93,-99,119,-20
141,29,-87,-34,-78,-151,-131,-4,-112,-85,126,-41
122,-24,-73,-24,-73,-161,-131,-14,-146,-49,134,-85
87,-9,-73,-24,-73,-161,-131,-19,-96,-39,91,-52
102,4,-78,-24,-68,-146,-131,-9,-98,-53,100,-47
112,-19,-82,-34,-78,-151,-141,-19,-131,-46,121,-75
97,-4,-78,-34,-73,-146,-141,-19,-101,-46,99,-52
117,29,-68,-29,-58,-131,-136,-14,-88,-73,102,-29
78,-19,-73,-29,-53,-122,-146,-19,-97,-29,87,-58
39,-82,-78,-24,-58,-126,-146,-19,-121,21,80,-101
4,-92,-78,-29,-63,-131,-146,-19,-96,44,50,-94
29,-78,-82,-39,-73,-131,-146,-19,-107,24,68,-92
58,-39,-87,-39,-63,-117,-146,-34,-97,-9,77,-68
73,-9,-73,-29,-58,-112,-141,-19,-82,-32,77,-45
78,19,-63,-19,-39,-92,-126,-9,-59,-48,68,-20
92,43,-58,-9,-39,-78,-126,-4,-49,-67,70,-3
112,24,-53,-4,-24,-78,-117,-14,-88,-68,100,-32
112,43,-39,9,-19,-68,-122,-9,-69,-77,90,-13
107,43,-29,14,-19,-68,-122,-9,-64,-75,85,-10
58,4,-24,19,-24,-73,-131,-19,-54,-31,56,-25
63,-34,-43,-4,-53,-92,-146,-34,-97,-14,80,-65
102,4,-43,-9,-43,-87,-146,-24,-98,-53,100,-47
136,24,-43,-19,-43,-97,-136,-29,-112,-80,124,-44
141,24,-68,-34,-68,-117,-151,-48,-117,-82,129,-46
97,-29,-102,-63,-82,-122,-165,-58,-126,-34,111,-77
53,-43,-107,-63,-92,-112,-161,-48,-96,-5,74,-69
39,-9,-102,-43,-78,-112,-156,-48,-48,-15,43,-28
34,-39,-107,-43,-68,-112,-151,-48,-73,2,53,-56
68,-9,-102,-19,-48,-107,-131,-43,-77,-29,72,-43
117,29,-82,-14,-39,-87,-112,-34,-88,-73,102,-29
151,34,-78,-14,-34,-68,-107,-29,-117,-92,134,-41
141,63,-82,-24,-48,-87,-107,-24,-78,-102,109,-7
112,87,-82,-9,-43,-82,-117,-34,-25,-99,68,31
126,73,-73,-9,-29,-63,-117,-29,-53,-99,89,10
131,34,-87,-9,-29,-73,-126,-34,-97,-82,114,-31
136,82,-73,-9,-39,-92,-141,-58,-54,-109,95,14
151,58,-63,-4,-34,-97,-141,-63,-93,-104,122,-17
131,39,-73,-4,-34,-87,-136,-48,-92,-85,111,-26
92,34,-58,-4,-24,-73,-126,-34,-58,-63,75,-12
63,43,-58,0,-24,-58,-112,-24,-20,-53,41,11
102,29,-53,4,-24,-58,-117,-29,-73,-65,87,-22
92,58,-53,4,-24,-58,-107,-34,-34,-75,63,12
87,63,-58,0,-29,-58,-126,-39,-24,-75,55,19
63,29,-73,-4,-34,-58,-131,-43,-34,-46,48,-2
78,9,-58,-4,-19,-53,-126,-48,-69,-43,73,-30
82,29,-43,-4,-19,-53,-126,-34,-53,-55,67,-12
107,24,-39,0,-24,-53,-126,-29,-83,-65,95,-29
136,19,-48,4,-19,-73,-141,-34,-117,-77,126,-49
122,24,-73,-9,-29,-82,-175,-43,-98,-73,110,-37
102,19,-58,0,-24,-82,-151,-48,-83,-60,92,-32
97,4,-63,-4,-9,-53,-141,-43,-93,-50,95,-44
92,34,-78,-9,-9,-43,-141,-48,-58,-63,75,-12
73,43,-68,4,4,-43,-131,-48,-30,-58,51,6
58,19,-68,4,4,-48,-131,-58,-39,-38,48,-10
24,-4,-82,-19,0,-73,-141,-73,-28,-10,26,-16
9,-29,-82,-19,0,-58,-141,-73,-38,10,23,-33
39,-9,-58,-4,14,-34,-117,-58,-48,-15,43,-28
53,48,-58,9,34,-29,-112,-53,-5,-50,29,21
58,48,-53,29,39,-24,-112,-53,-10,-53,34,19
39,43,-43,53,53,-4,-107,-43,4,-41,17,23
48,68,-53,53,43,-14,-117,-58,20,-58,14,44
