I,II,V1,V2,V3,V4,V5,V6,III,aVR,aVL,aVF
-185,-78,556,976,429,9,-214,-78,107,131,-146,14
-214,-107,595,1024,429,19,-214,-68,107,160,-160,0
-126,-97,605,1015,419,19,-204,-58,29,111,-77,-34
-78,-87,585,966,380,29,-175,-39,-9,82,-34,-48
-78,-78,536,849,302,9,-175,-48,0,78,-39,-39
-107,-87,488,741,224,-19,-185,-58,20,97,-63,-33
-117,-97,458,673,195,-29,-175,-78,20,107,-68,-38
-97,-68,429,614,175,-19,-165,-68,29,82,-63,-19
-126,-29,409,546,156,-9,-156,-48,97,77,-111,34
-136,-39,351,439,107,-9,-146,-39,97,87,-116,29
-126,-87,283,331,58,-19,-136,-48,39,106,-82,-24
-107,-146,244,273,29,-19,-117,-39,-39,126,-34,-92
-58,-97,224,224,19,9,-87,-9,-39,77,-9,-68
-39,-19,175,175,9,9,-78,0,20,29,-29,0
-39,-39,136,141,-4,0,-92,-9,0,39,-19,-19
-39,-58,107,117,-19,-9,-97,-19,-19,48,-10,-38
-39,-78,78,92,-34,-19,-102,-29,-39,58,0,-58
-39,-97,48,68,-48,-29,-107,-39,-58,68,9,-77
-53,-112,19,39,-63,-43,-122,-53,-59,82,3,-85
-58,-126,0,19,-78,-48,-126,-58,-68,92,5,-97
-63,-141,-19,0,-92,-53,-131,-63,-78,102,7,-109
-68,-156,-39,-19,-107,-58,-136,-68,-88,112,10,-122
-53,-126,-29,-9,-92,-43,-122,-58,-73,89,10,-99
-48,-107,-29,-9,-87,-39,-117,-58,-59,77,5,-83
-43,-87,-29,-9,-82,-34,-112,-58,-44,65,0,-65
-39,-68,-29,-9,-78,-29,-107,-58,-29,53,-5,-48
4,-34,-9,9,-53,-4,-92,-39,-38,15,21,-36
39,0,0,19,-39,9,-78,-19,-39,-19,39,-19
73,34,9,29,-24,24,-63,0,-39,-53,56,-2
107,68,19,39,-9,39,-48,19,-39,-87,73,14
92,48,9,19,-24,19,-58,0,-44,-70,68,2
78,39,0,9,-39,9,-68,-9,-39,-58,58,0
63,29,-9,0,-53,0,-78,-19,-34,-46,48,-2
48,19,-19,-9,-68,-9,-87,-29,-29,-33,38,-5
19,-9,-34,-24,-73,-19,-97,-39,-28,-5,23,-18
0,-29,-39,-29,-78,-19,-97,-39,-29,14,14,-29
-19,-48,-43,-34,-82,-19,-97,-39,-29,33,5,-38
-39,-68,-48,-39,-87,-19,-97,-39,-29,53,-5,-48
-9,-48,-53,-48,-97,-9,-87,-29,-39,28,15,-43
9,-29,-58,-48,-97,-9,-87,-29,-38,10,23,-33
29,-9,-63,-48,-97,-9,-87,-29,-38,-10,33,-23
48,9,-68,-48,-97,-9,-87,-29,-39,-28,43,-15
39,-9,-78,-63,-107,-14,-102,-39,-48,-15,43,-28
29,-29,-78,-68,-107,-19,-107,-48,-58,0,43,-43
19,-48,-78,-73,-107,-24,-112,-58,-67,14,43,-57
9,-68,-78,-78,-107,-29,-117,-68,-77,29,43,-72
0,-53,-68,-78,-117,-29,-107,-63,-53,26,26,-53
0,-48,-68,-78,-117,-29,-107,-58,-48,24,24,-48
0,-43,-68,-78,-117,-29,-107,-53,-43,21,21,-43
0,-39,-68,-78,-117,-29,-107,-48,-39,19,19,-39
19,-19,-73,-87,-112,-14,-92,-34,-38,0,28,-28
29,0,-78,-87,-107,-9,-87,-29,-29,-14,29,-14
39,19,-82,-87,-102,-4,-82,-24,-20,-29,29,0
48,39,-87,-87,-97,0,-78,-19,-9,-43,28,15
39,24,-97,-92,-102,-4,-87,-29,-15,-31,27,4
39,19,-107,-97,-107,-9,-87,-29,-20,-29,29,0
39,14,-117,-102,-112,-14,-87,-29,-25,-26,32,-5
39,9,-126,-107,-117,-19,-87,-29,-30,-24,34,-10
48,9,-126,-112,-117,-9,-82,-29,-39,-28,43,-15
48,9,-126,-117,-117,-9,-78,-29,-39,-28,43,-15
48,9,-126,-122,-117,-9,-73,-29,-39,-28,43,-15
48,9,-126,-126,-117,-9,-68,-29,-39,-28,43,-15
34,-4,-141,-141,-126,-24,-73,-34,-38,-15,36,-21
19,-19,-146,-146,-136,-29,-78,-39,-38,0,28,-28
4,-34,-151,-151,-146,-34,-82,-43,-38,15,21,-36
-9,-48,-156,-156,-156,-39,-87,-48,-39,28,15,-43
-4,-29,-161,-161,-165,-48,-78,-58,-25,16,10,-27
0,-19,-165,-165,-165,-48,-78,-58,-19,9,9,-19
4,-9,-170,-170,-165,-48,-78,-58,-13,2,8,-11
9,0,-175,-175,-165,-48,-78,-58,-9,-4,9,-4
0,-19,-175,-180,-175,-39,-68,-58,-19,9,9,-19
0,-29,-175,-185,-175,-39,-68,-58,-29,14,14,-29
0,-39,-175,-190,-175,-39,-68,-58,-39,19,19,-39
0,-48,-175,-195,-175,-39,-68,-58,-48,24,24,-48
4,-39,-175,-195,-175,-34,-53,-68,-43,17,23,-41
9,-39,-175,-195,-175,-29,-48,-68,-48,15,28,-43
14,-39,-175,-195,-175,-24,-43,-68,-53,12,33,-46
19,-39,-175,-195,-175,-19,-39,-68,-58,10,38,-48
39,-24,-175,-195,-165,-9,-19,-53,-63,-7,51,-43
58,-9,-175,-195,-165,0,-9,-48,-67,-24,62,-38
78,4,-175,-195,-165,9,0,-43,-74,-41,76,-35
97,19,-175,-195,-165,19,9,-39,-78,-58,87,-29
73,0,-190,-200,-165,24,14,-48,-73,-36,73,-36
58,-9,-195,-204,-165,29,19,-48,-67,-24,62,-38
43,-19,-200,-209,-165,34,24,-48,-62,-12,52,-40
29,-29,-204,-214,-165,39,29,-48,-58,0,43,-43
48,-19,-200,-224,-161,58,43,-39,-67,-14,57,-43
58,-9,-195,-224,-156,68,58,-29,-67,-24,62,-38
68,0,-190,-224,-151,78,73,-19,-68,-34,68,-34
78,9,-185,-224,-146,87,87,-9,-69,-43,73,-30
87,24,-185,-234,-156,97,92,-24,-63,-55,75,-19
87,29,-185,-234,-156,97,97,-29,-58,-58,72,-14
87,34,-185,-234,-156,97,102,-34,-53,-60,70,-9
87,39,-185,-234,-156,97,107,-39,-48,-63,67,-4
112,58,-185,-248,-165,107,112,-34,-54,-85,83,2
126,68,-185,-253,-165,107,117,-29,-58,-97,92,5
141,78,-185,-258,-165,107,122,-24,-63,-109,102,7
156,87,-185,-263,-165,107,126,-19,-69,-121,112,9
141,97,-185,-263,-156,112,141,-14,-44,-119,92,26
136,97,-185,-263,-156,117,146,-9,-39,-116,87,29
131,97,-185,-263,-156,122,151,-4,-34,-114,82,31
126,97,-185,-263,-156,126,156,0,-29,-111,77,34
126,82,-175,-273,-156,131,170,4,-44,-104,85,19
126,78,-175,-273,-156,136,175,9,-48,-102,87,15
126,73,-175,-273,-156,141,180,14,-53,-99,89,10
126,68,-175,-273,-156,146,185,19,-58,-97,92,5
117,53,-185,-273,-156,156,195,29,-64,-85,90,-5
107,48,-185,-273,-156,156,195,29,-59,-77,83,-5
97,43,-185,-273,-156,156,195,29,-54,-70,75,-5
87,39,-185,-273,-156,156,195,29,-48,-63,67,-4
107,63,-185,-278,-165,146,200,43,-44,-85,75,9
117,78,-185,-283,-165,146,204,48,-39,-97,78,19
126,92,-185,-287,-165,146,209,53,-34,-109,80,29
136,107,-185,-292,-165,146,214,58,-29,-121,82,39
131,92,-200,-302,-175,131,204,43,-39,-111,85,26
126,87,-204,-302,-185,126,195,39,-39,-106,82,24
122,82,-209,-302,-195,122,185,34,-40,-102,81,21
117,78,-214,-302,-204,117,175,29,-39,-97,78,19
107,87,-204,-297,-200,112,170,34,-20,-97,63,33
97,97,-195,-292,-195,107,165,39,0,-97,48,48
87,107,-185,-287,-190,102,161,43,20,-97,33,63
78,117,-175,-283,-185,97,156,48,39,-97,19,78
58,82,-165,-273,-185,87,146,39,24,-70,17,53
48,58,-156,-263,-185,78,136,39,10,-53,19,34
39,34,-146,-253,-185,68,126,39,-5,-36,22,14
29,9,-136,-244,-185,58,117,39,-20,-19,24,-5
19,0,-136,-234,-175,48,97,24,-19,-9,19,-9
19,-9,-136,-234,-175,39,87,19,-28,-5,23,-18
19,-19,-136,-234,-175,29,78,14,-38,0,28,-28
19,-29,-136,-234,-175,19,68,9,-48,5,33,-38
29,-14,-131,-219,-156,29,58,14,-43,-7,36,-28
29,0,-126,-204,-146,29,58,19,-29,-14,29,-14
29,14,-122,-190,-136,29,58,24,-15,-21,22,0
29,29,-117,-175,-126,29,58,29,0,-29,14,14
29,39,-112,-165,-117,14,43,24,10,-34,9,24
29,39,-107,-156,-117,9,29,19,10,-34,9,24
29,39,-102,-146,-117,4,14,14,10,-34,9,24
29,39,-97,-136,-117,0,0,9,10,-34,9,24
4,29,-87,-122,-102,-9,-14,4,25,-16,-10,27
-9,19,-78,-107,-97,-9,-19,0,28,-5,-18,23
-24,9,-68,-92,-92,-9,-24,-4,33,7,-28,21
-39,0,-58,-78,-87,-9,-29,-9,39,19,-39,19
-19,29,-48,-48,-68,9,-9,19,48,-5,-33,38
-29,48,-29,-39,-58,9,-9,19,77,-9,-53,62
29,29,-29,-48,-78,-29,-48,-9,0,-29,14,14
58,0,-29,-39,-78,-29,-58,-9,-58,-29,58,-29
34,0,-29,-39,-87,-29,-63,-14,-34,-17,34,-17
9,0,-29,-39,-87,-29,-68,-19,-9,-4,9,-4
-14,0,-29,-39,-87,-29,-73,-24,14,7,-14,7
-39,0,-29,-39,-87,-29,-78,-29,39,19,-39,19
-48,-9,-14,-19,-78,-19,-68,-19,39,28,-43,15
-58,-9,-9,-9,-68,-19,-68,-19,49,33,-53,20
-68,-9,-4,0,-58,-19,-68,-19,59,38,-63,25
-78,-9,0,9,-48,-19,-68,-19,69,43,-73,30
-87,-9,9,9,-58,-29,-73,-29,78,48,-82,34
-87,-9,9,9,-58,-29,-78,-29,78,48,-82,34
-87,-9,9,9,-58,-29,-82,-29,78,48,-82,34
-87,-9,9,9,-58,-29,-87,-29,78,48,-82,34
-92,-24,19,19,-48,-24,-82,-19,68,58,-80,22
-97,-29,19,19,-48,-19,-78,-19,68,63,-82,19
-102,-34,19,19,-48,-14,-73,-19,68,68,-85,17
-107,-39,19,19,-48,-9,-68,-19,68,73,-87,14
-122,-58,0,-9,-73,-24,-82,-34,64,90,-93,3
-126,-68,-19,-29,-87,-39,-97,-48,58,97,-92,-5
-131,-78,-39,-48,-102,-53,-112,-63,53,104,-92,-12
-136,-87,-58,-68,-117,-68,-126,-78,49,111,-92,-19
-146,-78,-58,-63,-107,-58,-126,-68,68,112,-107,-5
-146,-78,-58,-58,-107,-58,-126,-68,68,112,-107,-5
-146,-78,-58,-53,-107,-58,-126,-68,68,112,-107,-5
-146,-78,-58,-48,-107,-58,-126,-68,68,112,-107,-5
-131,-73,-58,-39,-102,-48,-122,-63,58,102,-94,-7
-117,-68,-58,-39,-97,-48,-117,-58,49,92,-83,-9
-102,-63,-58,-39,-92,-48,-112,-53,39,82,-70,-12
-87,-58,-58,-39,-87,-48,-107,-48,29,72,-58,-14
-87,-68,-43,-24,-73,-43,-102,-39,19,77,-53,-24
-87,-78,-39,-19,-68,-39,-97,-39,9,82,-48,-34
-87,-87,-34,-14,-63,-34,-92,-39,0,87,-43,-43
-87,-97,-29,-9,-58,-29,-87,-39,-10,92,-38,-53
-92,-82,-24,-9,-63,-34,-97,-39,10,87,-51,-36
-97,-78,-19,-9,-68,-39,-97,-39,19,87,-58,-29
-102,-73,-14,-9,-73,-43,-97,-39,29,87,-65,-22
-107,-68,-9,-9,-78,-48,-97,-39,39,87,-73,-14
-117,-82,-24,-9,-78,-48,-97,-39,35,99,-76,-23
-117,-97,-29,-9,-78,-48,-97,-39,20,107,-68,-38
-117,-112,-34,-9,-78,-48,-97,-39,5,114,-61,-53
-117,-126,-39,-9,-78,-48,-97,-39,-9,121,-54,-67
-107,-117,-29,-19,-78,-58,-92,-39,-10,112,-48,-63
-107,-117,-29,-19,-78,-58,-87,-39,-10,112,-48,-63
-107,-117,-29,-19,-78,-58,-82,-39,-10,112,-48,-63
-107,-117,-29,-19,-78,-58,-78,-39,-10,112,-48,-63
-92,-107,-14,-4,-68,-53,-78,-34,-15,99,-38,-61
-87,-107,-9,0,-68,-48,-78,-29,-20,97,-33,-63
-82,-107,-4,4,-68,-43,-78,-24,-25,94,-28,-66
-78,-107,0,9,-68,-39,-78,-19,-29,92,-24,-68
-82,-122,9,0,-68,-39,-78,-29,-40,102,-21,-81
-87,-126,9,0,-68,-39,-78,-29,-39,106,-24,-82
-92,-131,9,0,-68,-39,-78,-29,-39,111,-26,-85
-97,-136,9,0,-68,-39,-78,-29,-39,116,-29,-87
-102,-117,14,14,-63,-29,-78,-29,-15,109,-43,-66
-107,-97,19,19,-58,-29,-78,-29,10,102,-58,-43
-112,-78,24,24,-53,-29,-78,-29,34,95,-73,-22
-117,-58,29,29,-48,-29,-78,-29,59,87,-88,0
-107,-68,29,24,-63,-34,-87,-39,39,87,-73,-14
-97,-68,29,19,-68,-39,-87,-39,29,82,-63,-19
-87,-68,29,14,-73,-43,-87,-39,19,77,-53,-24
-78,-68,29,9,-78,-48,-87,-39,10,73,-44,-29
-92,-78,14,0,-78,-48,-87,-39,14,85,-53,-32
-97,-87,9,0,-78,-48,-87,-39,10,92,-53,-38
-102,-97,4,0,-78,-48,-87,-39,5,99,-53,-46
-107,-107,0,0,-78,-48,-87,-39,0,107,-53,-53
-102,-102,0,9,-68,-48,-87,-39,0,102,-51,-51
-97,-97,0,9,-68,-48,-87,-39,0,97,-48,-48
-92,-92,0,9,-68,-48,-87,-39,0,92,-46,-46
-87,-87,0,9,-68,-48,-87,-39,0,87,-43,-43
-92,-97,19,19,-58,-29,-78,-29,-5,94,-43,-51
-97,-107,29,29,-48,-19,-68,-19,-10,102,-43,-58
-102,-117,39,39,-39,-9,-58,-9,-15,109,-43,-66
-107,-126,48,48,-29,0,-48,0,-19,116,-44,-72
-117,-122,34,39,-34,-4,-53,-4,-5,119,-56,-63
-117,-117,29,39,-39,-9,-58,-9,0,117,-58,-58
-117,-112,24,39,-43,-14,-63,-14,5,114,-61,-53
-117,-107,19,39,-48,-19,-68,-19,10,112,-63,-48
-122,-97,24,43,-34,-14,-63,-9,25,109,-73,-36
-126,-97,29,48,-29,-9,-58,-9,29,111,-77,-34
-131,-97,34,53,-24,-4,-53,-9,34,114,-82,-31
-136,-97,39,58,-19,0,-48,-9,39,116,-87,-29
-112,-87,48,58,-19,9,-58,-9,25,99,-68,-31
-97,-87,48,58,-19,9,-58,-9,10,92,-53,-38
-82,-87,48,58,-19,9,-58,-9,-5,84,-38,-46
-68,-87,48,58,-19,9,-58,-9,-19,77,-24,-53
-68,-97,34,48,-39,-9,-78,-19,-29,82,-19,-63
-68,-97,29,39,-48,-19,-87,-29,-29,82,-19,-63
-68,-97,24,29,-58,-29,-97,-39,-29,82,-19,-63
-68,-97,19,19,-68,-39,-107,-48,-29,82,-19,-63
0,-68,48,58,-29,-29,-87,-39,-68,34,34,-68
-68,-146,29,48,-48,-48,-117,-68,-78,107,5,-112
-78,-175,29,39,-58,-78,-175,-107,-97,126,9,-136
-29,-126,48,68,-48,-78,-214,-126,-97,77,34,-111
-39,-126,58,97,-29,-68,-244,-136,-87,82,24,-106
-117,-156,97,136,19,-39,-244,-136,-39,136,-39,-97
-224,-195,136,165,48,-19,-234,-136,29,209,-126,-83
-244,-185,97,146,39,-19,-244,-175,59,214,-151,-63
-146,-126,68,126,58,29,-195,-175,20,136,-83,-53
-68,-48,107,165,136,156,-39,-97,20,58,-44,-14
-58,-19,136,195,185,273,136,-19,39,38,-48,10
-58,-19,107,185,214,400,322,19,39,38,-48,10
-68,48,78,175,273,566,546,48,116,10,-92,82
-68,78,48,175,341,732,810,97,146,-5,-107,112
-68,58,58,185,400,907,1083,204,126,5,-97,92
-19,117,68,204,448,1054,1356,322,136,-49,-77,126
48,244,48,195,468,1161,1571,380,196,-146,-74,220
58,341,58,224,536,1278,1776,429,283,-199,-112,312
19,351,107,273,605,1395,1942,517,332,-185,-156,341
19,302,97,263,605,1434,2030,527,283,-160,-132,292
0,234,97,244,566,1376,2010,497,234,-117,-117,234
-29,185,146,263,497,1141,1708,429,214,-78,-121,199
-29,107,156,273,400,741,1151,292,136,-39,-82,121
-68,39,156,273,302,380,624,185,107,14,-87,73
-165,19,175,283,234,87,185,126,184,73,-174,101
-214,-9,175,283,156,-156,-224,48,205,111,-209,98
-175,-87,185,292,146,-244,-429,-39,88,131,-131,0
-117,-156,204,322,175,-195,-439,-87,-39,136,-39,-97
-156,-204,195,341,185,-165,-439,-126,-48,180,-54,-126
-263,-283,185,361,175,-165,-458,-165,-20,273,-121,-151
-273,-253,195,390,204,-146,-439,-195,20,263,-146,-116
-185,-156,214,429,253,-107,-409,-214,29,170,-107,-63
-156,-117,234,497,322,-87,-400,-224,39,136,-97,-39
-195,-165,273,575,380,-48,-380,-234,30,180,-112,-67
-195,-195,322,653,419,-19,-341,-214,0,195,-97,-97
-165,-156,370,732,458,19,-302,-185,9,160,-87,-73
-146,-87,419,780,468,39,-273,-136,59,116,-102,-14
-136,-58,448,810,439,19,-263,-117,78,97,-107,10
-156,-68,488,819,400,0,-263,-117,88,112,-122,10
-175,-68,517,849,361,-9,-263,-117,107,121,-141,19
-165,-58,517,868,331,-29,-263,-126,107,111,-136,24
-185,-126,527,888,312,-58,-273,-146,59,155,-122,-33
-253,-175,556,927,302,-58,-273,-146,78,214,-165,-48
-273,-146,575,936,292,-48,-263,-107,127,209,-200,-9
-244,-126,575,888,263,-29,-234,-78,118,185,-181,-4
-204,-97,556,810,214,-39,-214,-68,107,150,-155,5
-224,-78,507,722,175,-39,-214,-78,146,151,-185,34
-224,-78,488,653,165,-29,-204,-68,146,151,-185,34
-165,-78,448,595,146,-19,-165,-58,87,121,-126,4
-97,-68,380,468,78,-39,-175,-68,29,82,-63,-19
-87,-48,302,351,29,-48,-175,-78,39,67,-63,-4
-78,-19,283,292,29,-9,-136,-29,59,48,-68,20
-58,-58,253,244,9,-9,-126,0,0,58,-29,-29
-146,-156,175,156,-29,-39,-165,-39,-10,151,-68,-83
-224,-185,126,97,-48,-48,-165,-58,39,204,-131,-73
-185,-156,107,82,-58,-43,-156,-68,29,170,-107,-63
-156,-136,87,68,-58,-39,-146,-68,20,146,-88,-58
-126,-117,68,53,-58,-34,-136,-68,9,121,-67,-54
-97,-97,48,39,-58,-29,-126,-68,0,97,-48,-48
-73,-82,48,39,-53,-14,-112,-43,-9,77,-32,-45
-48,-68,48,39,-48,0,-97,-19,-20,58,-14,-44
-24,-53,48,39,-43,14,-82,4,-29,38,2,-41
0,-39,48,39,-39,29,-68,29,-39,19,19,-39
-19,-58,34,19,-58,19,-73,14,-39,38,10,-48
-29,-68,19,9,-68,9,-78,0,-39,48,5,-53
-39,-78,4,0,-78,0,-82,-14,-39,58,0,-58
-48,-87,-9,-9,-87,-9,-87,-29,-39,67,-4,-63
-68,-107,-14,-29,-102,-24,-97,-43,-39,87,-14,-73
-87,-117,-19,-39,-107,-29,-107,-48,-30,102,-28,-73
-107,-126,-24,-48,-112,-34,-117,-53,-19,116,-44,-72
-126,-136,-29,-58,-117,-39,-126,-58,-10,131,-58,-73
-102,-112,-29,-43,-102,-29,-122,-53,-10,107,-46,-61
-87,-97,-29,-39,-97,-19,-117,-48,-10,92,-38,-53
-73,-82,-29,-34,-92,-9,-112,-43,-9,77,-32,-45
-58,-68,-29,-29,-87,0,-107,-39,-10,63,-24,-39
-68,-87,-24,-24,-82,4,-92,-29,-19,77,-24,-53
-78,-107,-19,-19,-78,9,-87,-19,-29,92,-24,-68
-87,-126,-14,-14,-73,14,-82,-9,-39,106,-24,-82
-97,-146,-9,-9,-68,19,-78,0,-49,121,-24,-97
-82,-117,-29,-24,-73,9,-92,-9,-35,99,-23,-76
-78,-97,-39,-29,-78,9,-97,-19,-19,87,-29,-58
-73,-78,-48,-34,-82,9,-102,-29,-5,75,-34,-41
-68,-58,-58,-39,-87,9,-107,-39,10,63,-39,-24
-39,-39,-43,-29,-82,19,-97,-24,0,39,-19,-19
-19,-29,-39,-29,-78,29,-87,-19,-10,24,-4,-19
0,-19,-34,-29,-73,39,-78,-14,-19,9,9,-19
19,-9,-29,-29,-68,48,-68,-9,-28,-5,23,-18
9,-19,-29,-39,-73,34,-73,-14,-28,5,18,-23
0,-29,-29,-39,-78,29,-78,-19,-29,14,14,-29
-9,-39,-29,-39,-82,24,-82,-24,-30,24,10,-34
-19,-48,-29,-39,-87,19,-87,-29,-29,33,5,-38
-39,-53,-39,-43,-97,29,-78,-29,-14,46,-12,-33
-48,-58,-39,-48,-97,29,-78,-29,-10,53,-19,-34
-58,-63,-39,-53,-97,29,-78,-29,-5,60,-26,-34
-68,-68,-39,-58,-97,29,-78,-29,0,68,-34,-34
-53,-53,-29,-43,-87,34,-73,-24,0,53,-26,-26
-39,-48,-29,-39,-78,39,-68,-19,-9,43,-15,-28
-24,-43,-29,-34,-68,43,-63,-14,-19,33,-2,-31
-9,-39,-29,-29,-58,48,-58,-9,-30,24,10,-34
-29,-58,-34,-39,-73,43,-68,-24,-29,43,0,-43
-39,-68,-39,-48,-78,39,-68,-29,-29,53,-5,-48
-48,-78,-43,-58,-82,34,-68,-34,-30,63,-9,-54
-58,-87,-48,-68,-87,29,-68,-39,-29,72,-14,-58
-48,-73,-53,-82,-92,14,-68,-29,-25,60,-11,-49
-48,-68,-58,-87,-97,9,-68,-29,-20,58,-14,-44
-48,-63,-63,-92,-102,4,-68,-29,-15,55,-16,-39
-48,-58,-68,-97,-107,0,-68,-29,-10,53,-19,-34
-39,-58,-58,-97,-102,14,-48,-24,-19,48,-10,-38
-39,-58,-58,-97,-97,19,-39,-19,-19,48,-10,-38
-39,-58,-58,-97,-92,24,-29,-14,-19,48,-10,-38
-39,-58,-58,-97,-87,29,-19,-9,-19,48,-10,-38
-58,-58,-73,-107,-87,29,-19,-19,0,58,-29,-29
-68,-58,-78,-107,-87,29,-19,-19,10,63,-39,-24
-78,-58,-82,-107,-87,29,-19,-19,20,68,-49,-19
-87,-58,-87,-107,-87,29,-19,-19,29,72,-58,-14
-58,-43,-73,-102,-78,53,-4,-4,15,50,-36,-14
-29,-29,-68,-97,-68,68,9,0,0,29,-14,-14
0,-14,-63,-92,-58,82,24,4,-14,7,7,-14
29,0,-58,-87,-48,97,39,9,-29,-14,29,-14
9,-4,-73,-102,-63,82,34,4,-13,-2,11,-8
0,-9,-87,-117,-78,78,29,0,-9,4,4,-9
-9,-14,-102,-131,-92,73,24,-4,-5,11,-2,-9
-19,-19,-117,-146,-107,68,19,-9,0,19,-9,-9
-4,4,-112,-136,-107,78,39,-9,8,0,-6,6
0,19,-107,-136,-107,87,48,-9,19,-9,-9,19
4,34,-102,-136,-107,97,58,-9,30,-19,-13,32
9,48,-97,-136,-107,107,68,-9,39,-28,-15,43
24,39,-82,-126,-102,117,78,4,15,-31,4,27
29,39,-78,-126,-97,126,87,9,10,-34,9,24
34,39,-73,-126,-92,136,97,14,5,-36,14,22
39,39,-68,-126,-87,146,107,19,0,-39,19,19
24,19,-87,-141,-97,146,107,9,-5,-21,14,7
9,9,-107,-156,-107,146,107,0,0,-9,4,4
-4,0,-126,-170,-117,146,107,-9,4,2,-4,2
-19,-9,-146,-185,-126,146,107,-19,10,14,-14,0
-29,-9,-146,-195,-122,161,117,0,20,19,-24,5
-29,-9,-146,-195,-117,165,126,9,20,19,-24,5
-29,-9,-146,-195,-112,170,136,19,20,19,-24,5
-29,-9,-146,-195,-107,175,146,29,20,19,-24,5
-14,4,-136,-204,-97,190,156,29,18,5,-16,11
0,9,-136,-204,-97,195,165,29,9,-4,-4,9
14,14,-136,-204,-97,200,175,29,0,-14,7,7
29,19,-136,-204,-97,204,185,29,-10,-24,19,4
14,14,-151,-224,-107,200,175,29,0,-14,7,7
9,9,-156,-234,-117,195,175,29,0,-9,4,4
4,4,-161,-244,-126,190,175,29,0,-4,2,2
0,0,-165,-253,-136,185,175,29,0,0,0,0
0,9,-165,-253,-126,190,190,43,9,-4,-4,9
0,9,-165,-253,-126,195,195,48,9,-4,-4,9
0,9,-165,-253,-126,200,200,53,9,-4,-4,9
0,9,-165,-253,-126,204,204,58,9,-4,-4,9
-4,24,-151,-248,-117,204,214,73,28,-10,-16,26
-9,29,-146,-244,-117,204,214,78,38,-10,-23,33
-14,34,-141,-239,-117,204,214,82,48,-10,-31,41
-19,39,-136,-234,-117,204,214,87,58,-10,-38,48
-9,58,-141,-244,-117,195,204,87,67,-24,-38,62
0,68,-146,-244,-117,195,204,87,68,-34,-34,68
9,78,-151,-244,-117,195,204,87,69,-43,-30,73
19,87,-156,-244,-117,195,204,87,68,-53,-24,77
-4,73,-170,-244,-131,175,185,82,77,-34,-40,75
-19,58,-175,-244,-136,165,175,78,77,-19,-48,67
-34,43,-180,-244,-141,156,165,73,77,-4,-55,60
-48,29,-185,-244,-146,146,156,68,77,9,-62,53
-58,14,-175,-244,-136,136,151,68,72,22,-65,43
-68,9,-165,-244,-136,136,146,68,77,29,-72,43
-78,4,-156,-244,-136,136,141,68,82,37,-80,43
-87,0,-146,-244,-136,136,136,68,87,43,-87,43
-78,4,-131,-229,-146,122,117,63,82,37,-80,43
-68,9,-126,-224,-146,107,107,58,77,29,-72,43
-58,14,-122,-219,-146,92,97,53,72,22,-65,43
-48,19,-117,-214,-146,78,87,48,67,14,-57,43
-117,-19,-78,-156,-107,78,68,68,98,68,-107,39
-97,-29,-97,-175,-126,58,48,48,68,63,-82,19
-48,19,-107,-175,-117,58,48,29,67,14,-57,43
-63,9,-97,-161,-107,53,34,24,72,27,-67,40
-78,9,-97,-156,-107,48,29,19,87,34,-82,48
-92,9,-97,-151,-107,43,24,14,101,41,-96,55
-107,9,-97,-146,-107,39,19,9,116,49,-111,62
-107,-4,-87,-131,-102,24,14,9,103,55,-105,49
-107,-9,-78,-117,-97,19,9,9,98,58,-102,44
-107,-14,-68,-102,-92,14,4,9,93,60,-100,39
-107,-19,-58,-87,-87,9,0,9,88,63,-97,34
-73,14,-43,-63,-78,9,-9,19,87,29,-80,50
-39,39,-29,-48,-68,9,-9,19,78,0,-58,58
-4,63,-14,-34,-58,9,-9,19,67,-29,-35,65
29,87,0,-19,-48,9,-9,19,58,-58,-14,72
-4,53,4,-14,-39,0,-14,9,57,-24,-30,55
-29,19,9,-9,-39,0,-19,9,48,5,-38,33
-53,-14,14,-4,-39,0,-24,9,39,33,-46,12
-78,-48,19,0,-39,0,-29,9,30,63,-54,-9
-63,-34,9,0,-39,-9,-43,0,29,48,-46,-2
-58,-29,9,0,-39,-9,-48,0,29,43,-43,0
-53,-24,9,0,-39,-9,-53,0,29,38,-41,2
-48,-19,9,0,-39,-9,-58,0,29,33,-38,5
-68,-19,14,14,-29,-9,-68,0,49,43,-58,15
-78,-19,19,19,-29,-9,-68,0,59,48,-68,20
-87,-19,24,24,-29,-9,-68,0,68,53,-77,24
-97,-19,29,29,-29,-9,-68,0,78,58,-87,29
-68,-4,39,34,-19,-4,-58,0,64,36,-66,30
-48,9,39,39,-19,0,-58,0,57,19,-52,33
-29,24,39,43,-19,4,-58,0,53,2,-41,38
-9,39,39,48,-19,9,-58,0,48,-15,-28,43
-43,9,39,43,-24,4,-73,-4,52,17,-47,30
-68,-9,39,39,-29,0,-78,-9,59,38,-63,25
-92,-29,39,34,-34,-4,-82,-14,63,60,-77,17
-117,-48,39,29,-39,-9,-87,-19,69,82,-93,10
-102,-48,34,29,-39,-9,-87,-29,54,75,-78,3
-97,-48,29,29,-39,-9,-87,-29,49,72,-73,0
-92,-48,24,29,-39,-9,-87,-29,44,70,-68,-2
-87,-48,19,29,-39,-9,-87,-29,39,67,-63,-4
-68,-39,29,43,-19,0,-78,-9,29,53,-48,-5
