I,II,V1,V2,V3,V4,V5,V6,III,aVR,aVL,aVF
-14,0,48,78,-14,-58,-107,-14,14,7,-14,7
-19,9,63,87,-24,-58,-92,-14,28,5,-23,18
-19,9,63,87,-29,-58,-92,-24,28,5,-23,18
-24,19,58,87,-29,-68,-102,-24,43,2,-33,31
-39,34,58,87,-24,-68,-102,-19,73,2,-56,53
-29,19,43,78,-24,-58,-92,-19,48,5,-38,33
-14,14,43,78,-29,-63,-82,-19,28,0,-21,21
-34,9,48,78,-29,-63,-82,-19,43,12,-38,26
-34,19,48,82,-29,-58,-78,-14,53,7,-43,36
-29,9,48,82,-24,-63,-87,-4,38,10,-33,23
-29,4,53,78,-24,-63,-92,-9,33,12,-31,18
-39,-4,48,73,-29,-68,-107,-24,35,21,-37,15
-58,-24,39,68,-34,-87,-122,-39,34,41,-46,5
-82,-48,43,73,-34,-78,-117,-39,34,65,-58,-7
-102,-78,48,78,-43,-78,-126,-39,24,90,-63,-27
-136,-97,48,78,-43,-82,-126,-43,39,116,-87,-29
-170,-102,53,78,-43,-82,-131,-48,68,136,-119,-17
-151,-82,63,78,-39,-82,-141,-39,69,116,-110,-6
-122,-63,68,87,-29,-78,-141,-29,59,92,-90,-2
-87,-19,68,92,-19,-68,-141,-19,68,53,-77,24
-63,-9,73,97,-19,-68,-141,-19,54,36,-58,22
-78,-9,73,97,-29,-73,-156,-29,69,43,-73,30
-68,-9,68,97,-24,-68,-146,-29,59,38,-63,25
-63,0,82,102,-24,-53,-151,-29,63,31,-63,31
-34,29,82,117,-9,-58,-151,-9,63,2,-48,46
-63,24,87,112,-9,-53,-146,-19,87,19,-75,55
-78,19,87,112,-9,-58,-146,-19,97,29,-87,58
-92,14,82,112,-9,-58,-151,-19,106,39,-99,60
-78,19,102,122,0,-53,-151,-14,97,29,-87,58
-126,-63,82,117,-19,-68,-156,-29,63,94,-94,0
-185,-122,63,102,-39,-78,-165,-48,63,153,-124,-29
-234,-165,48,87,-58,-87,-165,-68,69,199,-151,-48
-200,-122,58,97,-43,-68,-146,-48,78,161,-139,-22
-165,-87,68,107,-29,-58,-136,-39,78,126,-121,-4
-131,-53,78,117,-14,-48,-126,-29,78,92,-104,12
-97,-19,87,126,0,-39,-117,-19,78,58,-87,29
-48,34,107,141,24,-19,-102,-4,82,7,-65,58
-9,78,122,161,39,-9,-97,4,87,-34,-48,82
39,112,136,180,53,0,-82,24,73,-75,-17,92
73,146,146,195,63,14,-78,34,73,-109,0,109
43,102,141,180,48,-4,-92,14,59,-72,-8,80
-4,63,131,161,29,-14,-102,4,67,-29,-35,65
-39,24,117,146,24,-14,-107,0,63,7,-51,43
-58,9,102,136,19,-14,-107,-4,67,24,-62,38
-14,34,92,126,9,-9,-122,-14,48,-10,-31,41
19,43,82,122,9,-4,-126,-9,24,-31,-2,33
4,43,73,117,19,-4,-131,-4,39,-23,-17,41
4,43,63,117,9,-4,-136,-4,39,-23,-17,41
-19,43,73,117,19,-4,-151,4,62,-12,-40,52
-24,48,73,112,24,-4,-156,4,72,-12,-48,60
-19,53,68,112,29,-9,-161,4,72,-17,-45,62
-4,73,73,117,34,-9,-175,4,77,-34,-40,75
14,82,63,102,24,-4,-195,19,68,-48,-27,75
34,92,63,102,24,0,-200,29,58,-63,-12,75
34,92,48,92,24,9,-200,19,58,-63,-12,75
24,68,34,78,14,-4,-204,14,44,-46,-10,56
14,48,29,78,4,-9,-234,9,34,-31,-10,41
39,48,19,68,4,-14,-244,9,9,-43,15,28
29,58,9,63,0,-19,-248,9,29,-43,0,43
24,48,9,63,0,-19,-248,9,24,-36,0,36
24,43,14,73,0,-19,-268,0,19,-33,2,31
24,24,14,68,-4,-24,-297,-4,0,-24,12,12
9,14,9,63,-14,-24,-317,-9,5,-11,2,9
9,9,9,63,-14,-24,-326,-9,0,-9,4,4
-14,-9,-4,58,-14,-24,-341,-14,5,11,-9,-2
-24,-9,4,58,-14,-29,-346,-14,15,16,-19,3
-39,-19,9,58,-14,-34,-361,-19,20,29,-29,0
-48,-24,4,53,-19,-39,-366,-24,24,36,-36,0
-34,-14,9,63,-9,-29,-370,-19,20,24,-27,3
-39,-24,14,63,-14,-34,-390,-24,15,31,-27,-4
-24,-14,19,63,-19,-34,-395,-19,10,19,-17,-2
-9,-4,24,63,-24,-39,-390,-9,5,6,-7,0
-4,4,24,53,-34,-43,-395,-9,8,0,-6,6
-4,4,24,53,-39,-48,-409,-19,8,0,-6,6
-34,-14,24,43,-53,-63,-434,-29,20,24,-27,3
-58,-43,24,39,-53,-68,-439,-43,15,50,-36,-14
-68,-68,9,34,-63,-73,-444,-58,0,68,-34,-34
-78,-73,9,29,-73,-78,-458,-63,5,75,-41,-34
-97,-78,9,29,-82,-87,-473,-73,19,87,-58,-29
-102,-82,4,29,-87,-92,-488,-78,20,92,-61,-31
-82,-53,9,39,-63,-78,-483,-63,29,67,-55,-12
-68,-34,24,43,-53,-63,-478,-53,34,51,-51,0
-53,-9,34,53,-43,-53,-463,-34,44,31,-48,17
-48,0,39,58,-34,-43,-458,-24,48,24,-48,24
-39,4,43,63,-29,-48,-453,-29,43,17,-41,23
-29,-4,43,63,-29,-43,-453,-24,25,16,-27,10
-34,-4,48,63,-29,-39,-448,-14,30,19,-32,13
-39,0,48,63,-29,-34,-439,-4,39,19,-39,19
-48,-9,34,58,-39,-48,-448,-14,39,28,-43,15
-53,-19,29,48,-48,-58,-458,-34,34,36,-43,7
-53,-24,24,43,-53,-63,-468,-43,29,38,-41,2
-53,-34,19,39,-53,-68,-468,-53,19,43,-36,-7
-87,-58,9,34,-63,-73,-458,-58,29,72,-58,-14
-112,-87,14,34,-68,-73,-468,-63,25,99,-68,-31
-136,-112,14,29,-73,-78,-483,-68,24,124,-80,-44
-161,-126,14,19,-78,-87,-492,-73,35,143,-98,-45
-136,-97,24,39,-73,-78,-488,-53,39,116,-87,-29
-102,-68,29,48,-58,-63,-473,-43,34,85,-68,-17
-63,-19,39,58,-43,-48,-458,-34,44,41,-53,12
-19,39,53,68,-24,-29,-444,-19,58,-10,-38,48
-34,29,39,63,-43,-48,-444,-29,63,2,-48,46
-48,-4,34,53,-53,-58,-458,-39,44,26,-46,20
-82,-39,24,34,-68,-78,-473,-53,43,60,-62,2
-97,-63,14,19,-87,-92,-492,-68,34,80,-65,-14
-102,-73,19,24,-82,-87,-497,-58,29,87,-65,-22
-107,-78,19,34,-73,-78,-492,-58,29,92,-68,-24
-92,-68,24,39,-68,-68,-497,-58,24,80,-58,-22
-97,-68,29,43,-58,-63,-502,-53,29,82,-63,-19
-102,-78,24,34,-68,-78,-507,-68,24,90,-63,-27
-117,-97,19,29,-78,-82,-512,-73,20,107,-68,-38
-141,-112,14,19,-92,-87,-522,-78,29,126,-85,-41
-146,-122,14,14,-102,-97,-541,-82,24,134,-85,-49
-141,-102,14,14,-92,-97,-541,-68,39,121,-90,-31
-112,-53,34,34,-92,-78,-517,-53,59,82,-85,3
-87,-29,53,39,-73,-68,-507,-24,58,58,-72,14
-63,9,87,82,-53,-63,-527,-19,72,27,-67,40
-39,34,107,122,-39,-68,-541,-29,73,2,-56,53
-53,4,107,151,-24,-78,-546,-53,57,24,-55,30
-68,-19,117,175,0,-68,-546,-63,49,43,-58,15
-68,0,126,204,48,-29,-541,-53,68,34,-68,34
-58,0,112,195,87,24,-536,-34,58,29,-58,29
-63,-29,68,161,146,82,-512,-19,34,46,-48,2
-58,-53,19,122,214,165,-453,19,5,55,-31,-24
9,-29,-4,92,297,283,-390,78,-38,10,23,-33
122,68,-34,68,385,409,-312,131,-54,-95,88,7
263,180,-82,24,497,561,-219,214,-83,-221,173,48
370,239,-170,-68,595,712,-117,297,-131,-304,250,54
444,278,-297,-214,658,844,-19,375,-166,-361,305,56
541,366,-429,-380,712,1005,63,448,-175,-453,358,95
634,444,-570,-551,766,1146,146,522,-190,-539,412,127
683,448,-732,-746,766,1239,219,575,-235,-565,459,106
727,453,-878,-907,751,1293,268,614,-274,-590,500,89
775,453,-971,-1049,736,1302,287,634,-322,-614,548,65
756,405,-1049,-1166,614,1195,244,610,-351,-580,553,27
712,361,-1127,-1278,405,980,170,566,-351,-536,531,5
712,366,-1146,-1356,161,722,68,517,-346,-539,529,10
712,380,-1112,-1376,-58,483,-58,458,-332,-546,522,24
653,341,-1078,-1366,-248,258,-190,366,-312,-497,482,14
536,219,-1073,-1381,-439,19,-331,248,-317,-377,426,-49
419,97,-1049,-1346,-644,-219,-473,122,-322,-258,370,-112
317,-14,-985,-1283,-805,-405,-595,19,-331,-151,324,-172
248,-87,-922,-1195,-863,-497,-678,-48,-335,-80,291,-211
195,-117,-854,-1093,-819,-488,-702,-53,-312,-39,253,-214
200,-102,-741,-922,-692,-414,-688,-34,-302,-49,251,-202
209,-73,-614,-746,-575,-346,-692,-29,-282,-68,245,-177
219,-39,-512,-619,-497,-307,-722,-34,-258,-90,238,-148
219,-24,-419,-502,-434,-283,-727,-53,-243,-97,231,-133
209,-14,-326,-395,-370,-258,-732,-68,-223,-97,216,-118
170,-4,-253,-312,-322,-239,-751,-68,-174,-83,172,-89
117,-9,-219,-253,-287,-224,-771,-78,-126,-54,121,-67
63,-29,-175,-209,-244,-195,-771,-73,-92,-17,77,-60
19,-39,-146,-170,-214,-180,-771,-78,-58,10,38,-48
0,-48,-141,-146,-200,-165,-771,-92,-48,24,24,-48
-58,-112,-117,-107,-170,-156,-780,-102,-54,85,-2,-83
-107,-151,-63,-53,-151,-141,-775,-102,-44,129,-31,-97
-126,-126,-19,-4,-117,-122,-741,-92,0,126,-63,-63
-122,-126,-4,9,-97,-122,-736,-107,-4,124,-59,-65
-122,-126,0,14,-82,-117,-732,-102,-4,124,-59,-65
-97,-87,9,24,-73,-112,-727,-97,10,92,-53,-38
-58,-39,19,39,-58,-102,-722,-87,19,48,-38,-10
-48,-34,19,53,-43,-87,-712,-68,14,41,-31,-10
-39,-4,34,63,-43,-78,-688,-68,35,21,-37,15
-34,-14,39,73,-39,-73,-678,-68,20,24,-27,3
-24,-9,39,78,-39,-68,-658,-68,15,16,-19,3
-58,-34,24,73,-34,-73,-663,-78,24,46,-41,-5
-73,-48,29,68,-34,-82,-658,-87,25,60,-49,-11
-107,-73,24,58,-43,-82,-649,-92,34,90,-70,-19
-141,-107,19,53,-53,-92,-653,-97,34,124,-87,-36
-112,-78,24,58,-39,-82,-639,-87,34,95,-73,-22
-92,-58,34,68,-34,-73,-624,-78,34,75,-63,-12
-68,-43,39,78,-29,-63,-619,-68,25,55,-46,-9
-43,-24,48,82,-24,-48,-619,-63,19,33,-31,-2
-48,-24,58,87,-19,-48,-644,-63,24,36,-36,0
-48,-24,58,97,-4,-48,-658,-63,24,36,-36,0
-53,-14,58,112,4,-39,-673,-58,39,33,-46,12
-53,-9,58,107,9,-39,-678,-58,44,31,-48,17
-78,-39,39,92,-4,-53,-702,-63,39,58,-58,0
-82,-58,34,78,-14,-58,-722,-73,24,70,-53,-17
-97,-78,34,63,-29,-63,-736,-78,19,87,-58,-29
-112,-87,29,53,-43,-68,-751,-87,25,99,-68,-31
-78,-48,43,78,-24,-53,-771,-87,30,63,-54,-9
-63,-29,48,87,-14,-48,-790,-82,34,46,-48,2
-63,-14,48,97,-9,-39,-800,-73,49,38,-56,17
-48,4,43,107,0,-48,-810,-68,52,22,-50,28
-58,-4,34,97,-9,-48,-819,-82,54,31,-56,25
-58,-29,34,87,-9,-48,-829,-87,29,43,-43,0
-58,-39,34,82,-24,-53,-834,-87,19,48,-38,-10
-48,-43,34,82,-14,-53,-839,-82,5,45,-26,-19
-68,-24,39,97,4,-43,-824,-73,44,46,-56,10
-53,-14,43,107,9,-43,-819,-73,39,33,-46,12
-48,-14,48,117,14,-43,-814,-73,34,31,-41,10
-43,-29,53,126,19,-48,-810,-78,14,36,-28,-7
-39,-39,43,117,19,-48,-795,-78,0,39,-19,-19
-53,-39,43,117,14,-43,-795,-68,14,46,-33,-12
-43,-39,43,122,24,-34,-775,-68,4,41,-23,-17
-19,-29,43,122,19,-29,-761,-68,-10,24,-4,-19
-39,-48,43,122,14,-43,-761,-82,-9,43,-15,-28
-73,-63,39,112,9,-48,-751,-82,10,68,-41,-26
-92,-78,34,102,14,-48,-761,-87,14,85,-53,-32
-97,-82,34,97,4,-43,-761,-92,15,89,-56,-33
-78,-63,43,102,24,-19,-746,-78,15,70,-46,-24
-68,-48,39,102,29,-14,-736,-63,20,58,-44,-14
-43,-39,39,107,39,-9,-722,-58,4,41,-23,-17
-48,-24,34,122,53,-4,-707,-58,24,36,-36,0
-29,-9,43,131,48,9,-697,-48,20,19,-24,5
-24,-9,43,136,48,9,-707,-53,15,16,-19,3
-19,-14,43,136,58,9,-722,-53,5,16,-12,-4
-19,-14,48,136,68,19,-722,-43,5,16,-12,-4
-14,0,53,141,78,19,-717,-53,14,7,-14,7
-9,4,53,141,82,19,-722,-58,13,2,-11,8
0,19,48,141,82,29,-746,-58,19,-9,-9,19
14,19,48,141,92,34,-751,-63,5,-16,4,12
9,14,58,136,92,34,-736,-58,5,-11,2,9
9,9,53,141,97,34,-736,-53,0,-9,4,4
9,-4,53,141,97,39,-736,-48,-13,-2,11,-8
0,-9,48,136,92,39,-746,-43,-9,4,4,-9
-19,-14,39,146,102,43,-741,-48,5,16,-12,-4
-29,-19,34,146,107,53,-722,-48,10,24,-19,-4
-24,-19,29,156,117,58,-717,-48,5,21,-14,-7
-19,-19,19,141,122,63,-707,-53,0,19,-9,-9
14,14,24,156,136,82,-692,-48,0,-14,7,7
43,9,34,156,141,92,-678,-39,-34,-26,38,-12
48,14,39,151,141,92,-668,-34,-34,-31,41,-10
53,4,34,151,141,92,-658,-29,-49,-28,51,-22
68,19,34,165,161,97,-653,-29,-49,-43,58,-15
82,29,29,165,170,102,-639,-24,-53,-55,67,-12
82,34,29,165,180,112,-634,-24,-48,-58,65,-7
82,39,29,165,190,112,-629,-19,-43,-60,62,-2
78,29,14,151,180,112,-619,-19,-49,-53,63,-10
92,19,9,146,180,117,-605,-19,-73,-55,82,-27
107,24,4,141,185,126,-600,-24,-83,-65,95,-29
117,24,-4,131,185,136,-585,-24,-93,-70,105,-34
92,14,-24,122,185,126,-590,-34,-78,-53,85,-32
78,4,-39,117,180,122,-595,-34,-74,-41,76,-35
39,-29,-48,107,180,122,-600,-34,-68,-5,53,-48
39,-29,-48,107,180,122,-614,-34,-68,-5,53,-48
58,-4,-34,112,185,131,-605,-29,-62,-27,60,-33
97,9,-29,112,190,136,-590,-19,-88,-53,92,-39
126,39,-19,112,195,146,-590,0,-87,-82,106,-24
156,73,-14,102,200,161,-590,4,-83,-114,119,-5
165,58,-19,97,185,151,-595,0,-107,-111,136,-24
146,43,-29,97,185,146,-610,0,-103,-94,124,-30
122,29,-43,92,175,141,-634,-4,-93,-75,107,-32
92,-9,-48,78,161,131,-658,-24,-101,-41,96,-55
82,-29,-58,63,146,122,-683,-39,-111,-26,96,-70
92,-29,-58,53,136,117,-692,-34,-121,-31,106,-75
97,-14,-68,48,131,107,-692,-29,-111,-41,104,-62
107,4,-68,48,126,102,-717,-34,-103,-55,105,-49
112,9,-48,68,136,92,-736,-53,-103,-60,107,-47
112,9,-48,58,131,82,-732,-53,-103,-60,107,-47
112,19,-53,53,126,82,-756,-48,-93,-65,102,-37
112,24,-58,53,122,78,-775,-48,-88,-68,100,-32
122,29,-58,63,112,82,-785,-48,-93,-75,107,-32
117,14,-58,58,102,82,-795,-48,-103,-65,110,-44
102,14,-58,53,97,68,-795,-53,-88,-58,95,-37
97,0,-58,48,92,58,-790,-53,-97,-48,97,-48
78,-14,-58,43,82,58,-780,-53,-92,-32,85,-53
63,-19,-58,34,78,53,-780,-53,-82,-22,72,-50
48,-34,-58,29,68,48,-780,-53,-82,-7,65,-58
24,-48,-58,29,58,53,-785,-48,-72,12,48,-60
48,-24,-58,24,63,48,-805,-58,-72,-12,60,-48
63,-9,-48,29,63,43,-805,-58,-72,-27,67,-40
78,0,-48,34,63,39,-785,-48,-78,-39,78,-39
87,14,-48,34,58,24,-785,-58,-73,-50,80,-29
48,-9,-68,14,34,24,-795,-73,-57,-19,52,-33
29,-34,-73,4,24,9,-800,-78,-63,2,46,-48
24,-43,-73,14,24,4,-805,-78,-67,9,45,-55
9,-53,-73,14,19,4,-810,-78,-62,22,35,-57
24,-34,-58,29,19,4,-805,-87,-58,5,41,-46
43,-14,-58,29,19,4,-805,-82,-57,-14,50,-35
39,-29,-63,24,9,-4,-805,-82,-68,-5,53,-48
19,-43,-63,24,9,-9,-795,-87,-62,12,40,-52
9,-34,-48,39,19,-9,-785,-87,-43,12,26,-38
-4,-48,-39,39,9,-14,-800,-92,-44,26,20,-46
-19,-68,-29,34,4,-29,-810,-92,-49,43,15,-58
-24,-48,-19,34,0,-29,-810,-92,-24,36,0,-36
-9,-39,-19,29,-4,-29,-810,-102,-30,24,10,-34
-9,-39,-19,34,-9,-29,-819,-102,-30,24,10,-34
-9,-14,-14,39,-19,-34,-810,-102,-5,11,-2,-9
0,-29,-19,39,-24,-34,-800,-102,-29,14,14,-29
-9,-29,-4,48,-9,-34,-795,-87,-20,19,5,-24
-14,-14,14,53,-9,-29,-805,-82,0,14,-7,-7
9,14,24,63,-4,-24,-800,-78,5,-11,2,9
24,29,39,73,9,-19,-795,-73,5,-26,9,17
14,19,24,73,0,-29,-810,-73,5,-16,4,12
-9,9,19,73,-14,-39,-829,-73,18,0,-13,13
-19,0,14,63,-19,-48,-849,-82,19,9,-19,9
-34,-14,14,63,-24,-53,-858,-92,20,24,-27,3
-34,-34,9,58,-34,-68,-878,-97,0,34,-17,-17
-34,-19,9,53,-39,-68,-888,-97,15,26,-24,-2
-43,-39,9,58,-39,-68,-902,-102,4,41,-23,-17
-82,-73,14,58,-43,-73,-912,-117,9,77,-45,-32
-102,-78,4,48,-53,-78,-932,-122,24,90,-63,-27
-73,-48,14,48,-58,-82,-936,-122,25,60,-49,-11
-63,-43,14,48,-68,-92,-932,-126,20,53,-41,-11
-58,-39,14,48,-73,-102,-927,-136,19,48,-38,-10
-43,-29,29,63,-68,-97,-902,-126,14,36,-28,-7
-39,-19,34,73,-63,-92,-897,-126,20,29,-29,0
-29,-4,48,82,-58,-87,-897,-122,25,16,-27,10
-24,4,53,87,-53,-92,-893,-122,28,10,-26,16
-24,14,53,78,-53,-92,-873,-126,38,5,-31,26
-43,4,53,73,-53,-92,-858,-126,47,19,-45,25
-43,0,53,73,-53,-92,-854,-126,43,21,-43,21
-53,-9,58,78,-53,-97,-829,-131,44,31,-48,17
-73,-29,58,68,-68,-102,-814,-141,44,51,-58,7
-87,-58,53,68,-78,-107,-814,-151,29,72,-58,-14
-107,-78,43,68,-82,-122,-824,-151,29,92,-68,-24
-136,-92,39,68,-82,-126,-824,-146,44,114,-90,-24
-141,-107,34,63,-97,-131,-819,-156,34,124,-87,-36
-131,-112,34,58,-107,-141,-814,-156,19,121,-75,-46
-156,-117,39,53,-112,-146,-819,-156,39,136,-97,-39
-161,-107,39,53,-117,-146,-819,-151,54,134,-107,-26
-112,-78,43,63,-92,-131,-819,-136,34,95,-73,-22
-87,-53,53,68,-82,-122,-824,-136,34,70,-60,-9
-73,-34,53,73,-78,-117,-839,-146,39,53,-56,2
-68,-24,48,78,-73,-126,-854,-156,44,46,-56,10
-68,-19,53,92,-68,-122,-844,-141,49,43,-58,15
-73,-39,58,97,-73,-117,-858,-136,34,56,-53,-2
-92,-48,58,97,-68,-117,-863,-136,44,70,-68,-2
-112,-43,63,97,-63,-112,-873,-136,69,77,-90,13
-131,-58,58,82,-63,-122,-883,-141,73,94,-102,7
-122,-63,58,87,-58,-117,-883,-136,59,92,-90,-2
-107,-43,53,87,-53,-107,-883,-131,64,75,-85,10
-102,-58,53,87,-58,-107,-883,-136,44,80,-73,-7
-107,-43,73,102,-48,-107,-873,-136,64,75,-85,10
-87,-29,78,107,-43,-97,-849,-136,58,58,-72,14
-73,-4,102,117,-43,-78,-839,-136,69,38,-71,32
-34,39,112,136,-29,-78,-824,-117,73,-2,-53,56
-4,58,131,151,-9,-63,-780,-97,62,-27,-33,60
-68,0,117,131,-19,-68,-780,-107,68,34,-68,34
-131,-58,97,112,-39,-78,-775,-126,73,94,-102,7
-117,-39,97,107,-39,-78,-761,-126,78,78,-97,19
-97,-14,107,112,-24,-73,-756,-112,83,55,-90,34
-78,0,107,117,-19,-68,-751,-107,78,39,-78,39
-58,14,107,122,-14,-63,-746,-102,72,22,-65,43
-39,29,107,126,-9,-58,-741,-97,68,5,-53,48
-43,19,112,131,-4,-53,-756,-102,62,12,-52,40
-48,19,112,141,0,-48,-761,-102,67,14,-57,43
-43,9,112,151,4,-43,-756,-92,52,17,-47,30
-53,0,107,156,4,-34,-761,-92,53,26,-53,26
-53,-19,107,146,4,-43,-775,-102,34,36,-43,7
-82,-34,102,131,-9,-53,-795,-112,48,58,-65,7
-97,-48,92,122,-9,-53,-810,-117,49,72,-73,0
-97,-39,82,117,-9,-53,-819,-122,58,68,-77,9
-48,0,87,122,0,-39,-824,-117,48,24,-48,24
0,24,92,122,0,-34,-829,-107,24,-12,-12,24
0,39,97,122,9,-34,-834,-97,39,-19,-19,39
14,53,102,126,0,-34,-839,-92,39,-33,-12,46
-9,39,107,126,4,-34,-849,-92,48,-15,-28,43
-14,39,102,122,4,-34,-849,-92,53,-12,-33,46
-9,39,92,122,4,-39,-849,-92,48,-15,-28,43
4,53,92,126,4,-39,-858,-92,49,-28,-22,51
-9,43,82,112,-4,-48,-878,-102,52,-17,-30,47
-4,34,73,102,-14,-48,-883,-97,38,-15,-21,36
-19,14,48,82,-24,-43,-883,-112,33,2,-26,23
-43,-29,24,58,-43,-63,-888,-122,14,36,-28,-7
-39,-29,24,63,-43,-63,-902,-112,10,34,-24,-9
0,-9,19,58,-34,-63,-897,-107,-9,4,4,-9
4,19,14,58,-29,-63,-888,-102,15,-11,-5,17
14,29,19,63,-19,-58,-873,-97,15,-21,0,22
14,29,24,63,-19,-48,-873,-87,15,-21,0,22
14,14,24,58,-24,-53,-893,-92,0,-14,7,7
0,9,19,53,-34,-53,-902,-97,9,-4,-4,9
0,9,19,53,-34,-53,-902,-97,9,-4,-4,9
-9,-14,9,39,-39,-58,-912,-117,-5,11,-2,-9
-14,-19,24,39,-43,-68,-922,-122,-5,16,-4,-12
-24,-34,34,39,-48,-78,-941,-131,-10,29,-7,-22
-29,-43,34,34,-58,-87,-951,-141,-14,36,-7,-28
-14,-19,43,53,-48,-78,-936,-131,-5,16,-4,-12
-19,-14,53,63,-43,-73,-946,-131,5,16,-12,-4
-4,9,63,73,-39,-63,-941,-122,13,-2,-8,11
9,34,73,82,-34,-58,-927,-107,25,-21,-8,29
-4,14,68,78,-43,-63,-912,-117,18,-5,-11,16
-14,4,63,73,-48,-68,-907,-126,18,5,-16,11
-53,-24,58,58,-63,-82,-912,-136,29,38,-41,2
-87,-63,53,48,-63,-87,-897,-151,24,75,-55,-19
-107,-97,34,29,-82,-97,-878,-161,10,102,-58,-43
-117,-112,29,19,-92,-107,-868,-161,5,114,-61,-53
-136,-126,24,14,-102,-122,-858,-165,10,131,-73,-58
-141,-141,14,9,-107,-131,-849,-165,0,141,-70,-70
-97,-87,29,24,-82,-107,-834,-146,10,92,-53,-38
-58,-53,53,34,-73,-92,-819,-141,5,55,-31,-24
-19,-14,73,48,-63,-82,-795,-126,5,16,-12,-4
9,9,87,58,-53,-73,-780,-122,0,-9,4,4
-34,-39,63,34,-73,-107,-790,-146,-5,36,-14,-22
-78,-92,43,24,-87,-122,-805,-161,-14,85,-32,-53
-136,-136,29,14,-102,-136,-814,-170,0,136,-68,-68
-195,-175,9,4,-117,-151,-819,-180,20,185,-107,-77
-161,-146,24,24,-112,-131,-795,-165,15,153,-88,-65
-131,-117,39,29,-107,-126,-780,-161,14,124,-72,-51
-97,-82,53,39,-97,-117,-766,-146,15,89,-56,-33
-63,-53,68,48,-82,-107,-741,-131,10,58,-36,-21
-78,-68,58,43,-82,-117,-732,-136,10,73,-44,-29
-82,-78,63,43,-87,-112,-732,-141,4,80,-43,-37
-87,-82,63,39,-92,-112,-736,-146,5,84,-46,-38
-92,-78,63,29,-97,-117,-736,-151,14,85,-53,-32
-82,-78,63,29,-92,-112,-727,-136,4,80,-43,-37
-73,-78,58,29,-87,-102,-707,-131,-5,75,-34,-41
-58,-58,58,29,-82,-92,-688,-126,0,58,-29,-29
-39,-29,63,29,-73,-78,-668,-117,10,34,-24,-9
-58,-39,53,34,-87,-87,-668,-126,19,48,-38,-10
-68,-63,53,34,-92,-97,-683,-136,5,65,-36,-29
-97,-87,48,24,-102,-117,-697,-151,10,92,-53,-38
-107,-102,43,19,-117,-131,-717,-165,5,104,-56,-48
-112,-122,39,9,-117,-141,-712,-156,-10,117,-51,-66
-117,-126,39,14,-112,-136,-697,-156,-9,121,-54,-67
-102,-117,43,14,-112,-131,-692,-156,-15,109,-43,-66
-107,-117,48,14,-107,-131,-688,-151,-10,112,-48,-63
-82,-102,58,24,-102,-126,-678,-141,-20,92,-31,-61
-78,-97,58,29,-97,-122,-668,-141,-19,87,-29,-58
-82,-87,58,29,-97,-117,-663,-141,-5,84,-38,-46
-68,-73,63,34,-92,-117,-668,-141,-5,70,-31,-39
-73,-53,73,43,-82,-97,-668,-126,20,63,-46,-16
-82,-63,73,43,-73,-97,-653,-122,19,72,-50,-22
-87,-87,82,48,-92,-117,-653,-141,0,87,-43,-43
-92,-97,87,53,-102,-131,-683,-165,-5,94,-43,-51
-107,-102,97,92,-87,-126,-688,-175,5,104,-56,-48
-151,-141,97,112,-63,-126,-692,-190,10,146,-80,-65
-185,-175,117,126,-58,-136,-692,-190,10,180,-97,-82
-175,-156,126,146,-9,-97,-678,-180,19,165,-97,-68
-126,-97,141,156,58,-24,-644,-151,29,111,-77,-34
-43,-48,117,151,136,73,-590,-97,-5,45,-19,-26
9,-43,48,112,204,156,-522,-58,-52,17,30,-47
9,-58,-24,43,239,244,-448,-29,-67,24,38,-62
4,-39,-63,-9,297,351,-370,24,-43,17,23,-41
78,43,-102,-53,400,512,-268,117,-35,-60,56,4
214,141,-151,-126,497,702,-126,229,-73,-177,143,34
366,248,-219,-244,580,883,9,336,-118,-307,242,65
473,336,-322,-390,644,1054,122,439,-137,-404,305,99
497,346,-463,-580,649,1176,214,522,-151,-421,324,97
517,361,-605,-785,610,1229,297,575,-156,-439,336,102
600,453,-712,-956,595,1302,366,624,-147,-526,373,153
688,570,-766,-1039,580,1342,395,673,-118,-629,403,226
668,580,-795,-1098,478,1234,351,658,-88,-624,378,246
605,517,-854,-1200,239,971,248,585,-88,-561,346,214
527,444,-902,-1288,-24,663,117,507,-83,-485,305,180
429,351,-888,-1317,-263,366,-48,419,-78,-390,253,136
341,263,-854,-1337,-483,73,-229,297,-78,-302,209,92
273,141,-878,-1361,-683,-204,-400,161,-132,-207,202,4
165,9,-902,-1356,-858,-453,-561,24,-156,-87,160,-73
92,-43,-868,-1273,-971,-619,-673,-58,-135,-24,113,-89
82,-39,-785,-1185,-990,-663,-736,-97,-121,-21,101,-80
117,-29,-688,-1054,-917,-614,-732,-102,-146,-44,131,-87
131,-34,-595,-902,-800,-541,-727,-112,-165,-48,148,-99
122,-53,-536,-775,-692,-492,-771,-136,-175,-34,148,-114
102,-87,-463,-668,-614,-463,-800,-161,-189,-7,145,-138
82,-112,-390,-570,-561,-439,-805,-180,-194,15,138,-153
43,-131,-307,-483,-507,-405,-810,-195,-174,44,108,-152
14,-122,-263,-400,-439,-375,-819,-204,-136,54,75,-129
-9,-117,-209,-312,-366,-331,-819,-204,-108,63,49,-112
-34,-126,-156,-239,-302,-283,-800,-190,-92,80,29,-109
